Name;Guest OS;IP Address
App-Cart-Prod-4;Ubuntu Linux (64-bit);10.96.100.175
ES-PROD-NODE4;Ubuntu Linux (64-bit);10.96.100.18
FLC-MYSELF-APP;Ubuntu Linux (64-bit);10.96.100.182
FLC-Promotion-FE;Ubuntu Linux (64-bit);10.96.100.185
FLC-Promotion-Core-1;Ubuntu Linux (64-bit);10.96.100.186
FLC-Promotion-Core-2;Ubuntu Linux (64-bit);10.96.100.187
FLC-Promotion-Core-3;Ubuntu Linux (64-bit);10.96.100.188
FLC-Voucher-BE;Ubuntu Linux (64-bit);10.96.100.189
Prod-ContentHub-Service;Ubuntu Linux (64-bit);10.96.100.19
ICT-INSTALLMENT-SERVICE;Ubuntu Linux (64-bit);10.96.100.191
FLC-Voucher-Core-1;Ubuntu Linux (64-bit);10.96.100.192
FLC-Voucher-Core-2;Ubuntu Linux (64-bit);10.96.100.193
FLC-Voucher-Core-3;Ubuntu Linux (64-bit);10.96.100.194
FLC-MYSELF-APP-2;Ubuntu Linux (64-bit);10.96.100.197
FRT-LC-DELIVERY-APP-3;Ubuntu Linux (64-bit);10.96.100.198
APP-NOTI-PROD;Ubuntu Linux (64-bit);10.96.100.20
FRT-Shipment-App-3;Ubuntu Linux (64-bit);10.96.100.200
FLC-SHIPMENT-EXECUTION-1;Ubuntu Linux (64-bit);10.96.100.202
FLC-SHIPMENT-EXECUTION-2;Ubuntu Linux (64-bit);10.96.100.203
FLC-SHIPMENT-EXECUTION-3;Ubuntu Linux (64-bit);10.96.100.204
Flink-RDP-Master;Ubuntu Linux (64-bit);10.96.100.205
Flink-RDP-Slave-1;Ubuntu Linux (64-bit);10.96.100.206
Flink-RDP-Slave-2;Ubuntu Linux (64-bit);10.96.100.207
FLC-3RD-INTEGRATION;Ubuntu Linux (64-bit);10.96.100.208
ES-PROD-NODE3;Ubuntu Linux (64-bit);10.96.100.21
NT-ESM-API-1;Ubuntu Linux (64-bit);10.96.100.210
NT-ESM-API-2;Ubuntu Linux (64-bit);10.96.100.211
NT-ESM-API-3;Ubuntu Linux (64-bit);10.96.100.212
FLC-RSA-Public-API;Ubuntu Linux (64-bit);10.96.100.213
FLC-BE-Helpdesk-service;Ubuntu Linux (64-bit);10.96.100.214
FLC-FE-Helpdesk-service;Ubuntu Linux (64-bit);10.96.100.215
FLC-FE-Hope-RSA-1;Ubuntu Linux (64-bit);10.96.100.216
FLC-FE-Hope-RSA-2;Ubuntu Linux (64-bit);10.96.100.217
ES-PROD-NODE9;Ubuntu Linux (64-bit);10.96.100.218
ES-PROD-NODE6;Ubuntu Linux (64-bit);10.96.100.22
LC-Voucher-Partner-API;Ubuntu Linux (64-bit);10.96.100.222
LC-RealCustomerAppAPI-01;Ubuntu Linux (64-bit);10.96.100.223
LC-RedisCustomerApp;Ubuntu Linux (64-bit);10.96.100.224
LC-RealCustomerAppAPI-02;Ubuntu Linux (64-bit);10.96.100.225
LC-MasterData-Redis;Ubuntu Linux (64-bit);10.96.100.227
FRT-LOYALTY-APP-1;Ubuntu Linux (64-bit);10.96.100.228
FRT-LOYALTY-APP-2;Ubuntu Linux (64-bit);10.96.100.229
KAFKA-1;Ubuntu Linux (64-bit);10.96.100.23
FRT-LOYALTY-APP-3;Ubuntu Linux (64-bit);10.96.100.230
FRT-LOYALTY-CORE-1;Ubuntu Linux (64-bit);10.96.100.231
FRT-LOYALTY-CORE-2;Ubuntu Linux (64-bit);10.96.100.232
FRT-LOYALTY-CORE-3;Ubuntu Linux (64-bit);10.96.100.233
KAFKA-7;Ubuntu Linux (64-bit);10.96.100.234
FRT-PAYMENT-GATEWAY-3;Ubuntu Linux (64-bit);10.96.100.235
FRT-PAYMENT-INTEGRATION-3;Ubuntu Linux (64-bit);10.96.100.236
FRT-PAYMENT-APP-3;Ubuntu Linux (64-bit);10.96.100.237
FRT-PAYMENT-APP-4;Ubuntu Linux (64-bit);10.96.100.238
FRT-LOYALTY-APP-4;Ubuntu Linux (64-bit);10.96.100.239
KAFKA-2;Ubuntu Linux (64-bit);10.96.100.24
App-OMS-5;Ubuntu Linux (64-bit);10.96.100.240
App-OMS-6;Ubuntu Linux (64-bit);10.96.100.241
FLC-Voucher-Core-4;Ubuntu Linux (64-bit);10.96.100.242
KAFKA-8;Ubuntu Linux (64-bit);10.96.100.243
KAFKA-9;Ubuntu Linux (64-bit);10.96.100.244
FLC-Promotion-Core-4;Ubuntu Linux (64-bit);10.96.100.245
FLC-Promotion-Core-5;Ubuntu Linux (64-bit);10.96.100.246
KAFKA-10;Ubuntu Linux (64-bit);10.96.100.247
FLC-Promotion-FE-2;Ubuntu Linux (64-bit);10.96.100.248
FLC-IMS-INVENTORY-STREAM;Ubuntu Linux (64-bit);10.96.100.249
KAFKA-3;Ubuntu Linux (64-bit);10.96.100.25
Jenkins-ICT-mobile-node;Ubuntu Linux (64-bit);10.96.100.250
FLC-Contract-ING-API;Ubuntu Linux (64-bit);10.96.100.252
KAFKA-4;Ubuntu Linux (64-bit);10.96.100.26
KAFKA-5;Ubuntu Linux (64-bit);10.96.100.27
KAFKA-6;Ubuntu Linux (64-bit);10.96.100.28
ES-PROD-NODE7;Ubuntu Linux (64-bit);10.96.100.29
FRT-MasterData-Core;Ubuntu Linux (64-bit);10.96.100.32
FRT-MasterData-API-1;Ubuntu Linux (64-bit);10.96.100.34
App-POS-OMS-PROD;Ubuntu Linux (64-bit);10.96.100.35
App-OMS-1;Ubuntu Linux (64-bit);10.96.100.36
App-Import-Data;Ubuntu Linux (64-bit);10.96.100.37
WEB-IMPORT-DATA;Ubuntu Linux (64-bit);10.96.100.38
App-Cart-Prod;Ubuntu Linux (64-bit);10.96.100.39
ES-PROD-NODE8;Ubuntu Linux (64-bit);10.96.100.40
ES-PROD-ENTERPRISE-SEARCH;Ubuntu Linux (64-bit);10.96.100.41
prod-audit-service;Ubuntu Linux (64-bit);10.96.100.47
FRT-MasterData-API-2;Ubuntu Linux (64-bit);10.96.100.48
Core-Cus-LC-API;Ubuntu Linux (64-bit);10.96.100.51
Core-Cus-LC-Redis;Ubuntu Linux (64-bit);10.96.100.52
frt-api-authz-service;Ubuntu Linux (64-bit);10.96.100.57
frt-fe-onehub-authz;Ubuntu Linux (64-bit);10.96.100.58
FRT-Warranty-Serivce;Ubuntu Linux (64-bit);10.96.100.59
FRT-Promotion-Service;Ubuntu Linux (64-bit);10.96.100.62
App-Integrate-Ecom-LC;Ubuntu Linux (64-bit);10.96.100.63
FRT-Rebate-Service;Ubuntu Linux (64-bit);10.96.100.64
FRT-ADS-APP;Ubuntu Linux (64-bit);10.96.100.65
FLC-F0-Evidence-BE-1;Ubuntu Linux (64-bit);10.96.100.67
FRT-ReturnHome-Web;Ubuntu Linux (64-bit);10.96.100.68
FRT-ReturnHome-API;Ubuntu Linux (64-bit);10.96.100.69
FRT-Shipment-App;Ubuntu Linux (64-bit);10.96.100.71
FRT-Inventory;Ubuntu Linux (64-bit);10.96.100.73
FRT-Report-UI;Ubuntu Linux (64-bit);10.96.100.75
FRT-Report-API;Ubuntu Linux (64-bit);10.96.100.76
FRT-MDM-SERVICE;Ubuntu Linux (64-bit);10.96.100.77
FRT-ORDER-SERVICE;Ubuntu Linux (64-bit);10.96.100.78
FRT-SEARCH-SERVICE;Ubuntu Linux (64-bit);10.96.100.79
FRT-LEGACY-SERVICE;Ubuntu Linux (64-bit);10.96.100.80
FRT-DEP-SERVICE;Ubuntu Linux (64-bit);10.96.100.81
FRT-PAYMENT-APP;Ubuntu Linux (64-bit);10.96.100.82
FRT-NOTI-WEB;Ubuntu Linux (64-bit);10.96.100.83
FRT-Pharma-Inventory;Ubuntu Linux (64-bit);10.96.100.84
FRT-MONITOR-SERVICE;Ubuntu Linux (64-bit);10.96.100.85
FRT-PAYMENT-INTEGRATION;Ubuntu Linux (64-bit);10.96.100.86
FRT-PAYMENT-GATEWAY;Ubuntu Linux (64-bit);10.96.100.87
FLC-IMS-SPC-API-1;Ubuntu Linux (64-bit);10.96.100.88
FLC-IMS-SPC-API-2;Ubuntu Linux (64-bit);10.96.100.89
Kafka-Azure-Integration;Ubuntu Linux (64-bit);10.96.100.90
FRT-DATA-CUSTOMER-APP;Ubuntu Linux (64-bit);10.96.100.91
FRT-SMS-SERVICE;Ubuntu Linux (64-bit);10.96.100.92
FRT-TRANSPORT-SERVICE;Ubuntu Linux (64-bit);10.96.100.94
FRT-LC-DELIVERY-APP;Ubuntu Linux (64-bit);10.96.100.95
App-OMS-2;Ubuntu Linux (64-bit);10.96.100.96
FRT-Debit-Service-Prod;Ubuntu Linux (64-bit);10.96.100.98
FRT-Debit-Web-Prod;Ubuntu Linux (64-bit);10.96.100.99
FLC-PREPRO-BE-CART-APP-1;Ubuntu Linux (64-bit);10.201.156.1
FLC-PREPRO-PCAL-1;Ubuntu Linux (64-bit);10.201.156.10
FLC-PREPRO-PCAL-2;Ubuntu Linux (64-bit);10.201.156.11
FLC-PREPRO-PCAL-3;Ubuntu Linux (64-bit);10.201.156.12
FLC-PREPRO-Inventory-API-1;Ubuntu Linux (64-bit);10.201.156.13
FLC-PREPRO-Inventory-API-2;Ubuntu Linux (64-bit);10.201.156.14
FLC-PREPRO-Inventory-API-3;Ubuntu Linux (64-bit);10.201.156.15
FLC-PREPRO-Inventory-API-4;Ubuntu Linux (64-bit);10.201.156.16
FLC-PREPRO-BE-RSA-ECOM-1;Ubuntu Linux (64-bit);10.201.156.17
FLC-PREPRO-BE-RSA-ECOM-2;Ubuntu Linux (64-bit);10.201.156.18
FLC-PREPRO-STOREFRONT-1;Ubuntu Linux (64-bit);10.201.156.19
FLC-PREPRO-BE-CART-APP-2;Ubuntu Linux (64-bit);10.201.156.2
FLC-PREPRO-STOREFRONT-2;Ubuntu Linux (64-bit);10.201.156.20
FLC-PREPRO-STOREFRONT-3;Ubuntu Linux (64-bit);10.201.156.21
FLC-PREPRO-CMS-1;Ubuntu Linux (64-bit);10.201.156.22
FLC-PREPRO-CMS-2;Ubuntu Linux (64-bit);10.201.156.23
FLC-PREPROD-CUSTOMER-API-1;Ubuntu Linux (64-bit);10.201.156.24
FLC-PREPROD-CUSTOMER-API-2;Ubuntu Linux (64-bit);10.201.156.25
NON-BackStage;Ubuntu Linux (64-bit);10.201.156.253
FLC-PREPROD-CUSTOMER-API-3;Ubuntu Linux (64-bit);10.201.156.26
FLC-PREPRO-ORDER-PROMISSING-API-1;Ubuntu Linux (64-bit);10.201.156.27
FLC-PREPRO-ORDER-PROMISSING-API-2;Ubuntu Linux (64-bit);10.201.156.28
FLC-PREPRO-ORDER-PROMISSING-API-3;Ubuntu Linux (64-bit);10.201.156.29
FLC-PREPRO-BE-CART-APP-3;Ubuntu Linux (64-bit);10.201.156.3
FLC-PREPRO-eStore-1;Ubuntu Linux (64-bit);10.201.156.30
FLC-PREPRO-eStore-2;Ubuntu Linux (64-bit);10.201.156.31
FLC-PREPRO-eStore-3;Ubuntu Linux (64-bit);10.201.156.32
FLC-PREPRO-RatingCore-1;Ubuntu Linux (64-bit);10.201.156.33
FLC-PREPRO-CMS-CORE-2;Ubuntu Linux (64-bit);10.201.156.34
FLC-PREPRO-CMS-CORE-1;Ubuntu Linux (64-bit);10.201.156.39
FLC-PREPRO-BE-CART-APP-4;Ubuntu Linux (64-bit);10.201.156.4
FLC-PREPRO-BE-CART-APP-7;Ubuntu Linux (64-bit);10.201.156.40
FLC-PREPRO-BE-CART-APP-8;Ubuntu Linux (64-bit);10.201.156.41
pos-wrapper-04;Ubuntu Linux (64-bit);10.201.156.44
FLC-PREPRO-BE-CART-APP-5;Ubuntu Linux (64-bit);10.201.156.5
FLC-PREPRO-BE-CART-APP-6;Ubuntu Linux (64-bit);10.201.156.6
FLC-PREPRO-RuleEngine-1;Ubuntu Linux (64-bit);10.201.156.7
FLC-PREPRO-RuleEngine-2;Ubuntu Linux (64-bit);10.201.156.8
FLC-PREPRO-RuleEngine-3;Ubuntu Linux (64-bit);10.201.156.9
PROD-NHAPTHUOC-PostgreSQL-dm29rsxu-slave2;Ubuntu Linux (64-bit);10.201.144.10
backend;Ubuntu Linux (64-bit);10.201.144.100
PROD-NHAPTHUOC-KONG-rbbcvd7k-slave2;Ubuntu Linux (64-bit);10.201.144.12
NHAPTHUOC-KONGA-DB;Ubuntu Linux (64-bit);10.201.144.15
PROD-NHAPTHUOC-MONGODB-d92h1jqn-master1;Ubuntu Linux (64-bit);10.201.144.3
PROD-NHAPTHUOC-PostgreSQL-dm29rsxu-master1;Ubuntu Linux (64-bit);10.201.144.4
PROD-NHAPTHUOC-KONG-rbbcvd7k-master1;Ubuntu Linux (64-bit);10.201.144.5
PROD-NHAPTHUOC-MONGODB-d92h1jqn-slave1;Ubuntu Linux (64-bit);10.201.144.6
PROD-NHAPTHUOC-PostgreSQL-dm29rsxu-slave1;Ubuntu Linux (64-bit);10.201.144.7
PROD-NHAPTHUOC-KONG-rbbcvd7k-slave1;Ubuntu Linux (64-bit);10.201.144.8
PROD-NHAPTHUOC-MONGODB-d92h1jqn-slave2;Ubuntu Linux (64-bit);10.201.144.9
PROD-NHAPTHUOC-ZOOKEEPER-1;Ubuntu Linux (64-bit);10.201.145.1
PROD-NHAPTHUOC-REDIS-1;Ubuntu Linux (64-bit);10.201.145.10
PROD-NHAPTHUOC-INVENTORY-REDIS;Ubuntu Linux (64-bit);10.201.145.11
PROD-NHAPTHUOC-RCA-REDIS;Ubuntu Linux (64-bit);10.201.145.13
PROD-NHAPTHUOC-CMS-REDIS;Ubuntu Linux (64-bit);10.201.145.14
PROD-NHAPTHUOC-CORE-CUSTOMER-REDIS;Ubuntu Linux (64-bit);10.201.145.15
PROD-NHAPTHUOC-CUSTOMER-BE-REDIS;Ubuntu Linux (64-bit);10.201.145.16
PROD-NHAPTHUOC-ESTORE-REDIS;Ubuntu Linux (64-bit);10.201.145.17
PROD-NHAPTHUOC-LOYALTY-REDIS;Ubuntu Linux (64-bit);10.201.145.18
PROD-NHAPTHUOC-PAYMENT-REDIS;Ubuntu Linux (64-bit);10.201.145.19
PROD-NHAPTHUOC-ZOOKEEPER-2;Ubuntu Linux (64-bit);10.201.145.2
PROD-NHAPTHUOC-PROMOTION-REDIS;Ubuntu Linux (64-bit);10.201.145.20
PROD-NHAPTHUOC-RSA-REDIS;Ubuntu Linux (64-bit);10.201.145.21
PROD-NHAPTHUOC-SSO-REDIS;Ubuntu Linux (64-bit);10.201.145.22
PROD-NHAPTHUOC-VOUCHER-REDIS;Ubuntu Linux (64-bit);10.201.145.23
PROD-NHAPTHUOC-PIM-API;Ubuntu Linux (64-bit);10.201.145.24
PROD-NHAPTHUOC-ZOOKEEPER-3;Ubuntu Linux (64-bit);10.201.145.3
PROD-NHAPTHUOC-KAFKA-1;Ubuntu Linux (64-bit);10.201.145.4
PROD-NHAPTHUOC-KAFKA-2;Ubuntu Linux (64-bit);10.201.145.5
PROD-NHAPTHUOC-KAFKA-3;Ubuntu Linux (64-bit);10.201.145.6
PROD-NHAPTHUOC-RABBITMQ-1;Ubuntu Linux (64-bit);10.201.145.7
PROD-NHAPTHUOC-RABBITMQ-2;Ubuntu Linux (64-bit);10.201.145.8
PROD-NHAPTHUOC-RABBITMQ-3;Ubuntu Linux (64-bit);10.201.145.9
SHIPMENT-KONGA-DB;Ubuntu Linux (64-bit);10.201.148.1
backend;Ubuntu Linux (64-bit);10.201.148.2
SHIPMENT-KONG-DB-06e85gir-master1;Ubuntu Linux (64-bit);10.201.148.3
SHIPMENT-KONG-DB-06e85gir-slave1;Ubuntu Linux (64-bit);10.201.148.4
SHIPMENT-KONG-DB-06e85gir-slave2;Ubuntu Linux (64-bit);10.201.148.5
PROD-SHIPMENT-REDIS-1;Ubuntu Linux (64-bit);10.201.148.34
PROD-SHIPMENT-RABBITMQ-1;Ubuntu Linux (64-bit);10.201.148.35
PROD-SHIPMENT-RABBITMQ-2;Ubuntu Linux (64-bit);10.201.148.36
PROD-SHIPMENT-RABBITMQ-3;Ubuntu Linux (64-bit);10.201.148.37
ECOM-GITLAB;CentOS 7 (64-bit);10.96.120.130
ECOM-PROXY-01;CentOS 7 (64-bit);10.96.121.226
frtnix;CentOS 7 (64-bit);10.96.121.233
ECOM-PROXY-02;CentOS 7 (64-bit);10.96.121.235
DMZ-Proxy-05;CentOS 7 (64-bit);103.160.85.218
DMZ-Proxy-POS-LC;CentOS 7 (64-bit);103.160.85.220
FPTSHOP-PROXY;CentOS 7 (64-bit);10.201.152.1
khlc-api-lb;CentOS 7 (64-bit);10.201.152.3
lc-api-gw-1;CentOS 7 (64-bit);10.96.102.65
lc-api-gw-2;CentOS 7 (64-bit);10.96.102.66
ICT-API-GW-1;CentOS 7 (64-bit);10.96.102.67
ICT-API-GW-2;CentOS 7 (64-bit);10.96.102.68
ICT-API-GW-3;CentOS 7 (64-bit);10.96.102.69
FLC-DX-API-GW-1;CentOS 7 (64-bit);10.96.102.70
FLC-DX-API-GW-2;CentOS 7 (64-bit);10.96.102.71
FLC-DX-API-GW-3;CentOS 7 (64-bit);10.96.102.72
FLC-DX-API-GW-4;CentOS 7 (64-bit);10.96.102.73
FRT-INTERNAL-GW;CentOS 7 (64-bit);10.96.102.82
API-GW-Frtvn;CentOS 7 (64-bit);10.96.102.85
lc-api-gw-3;CentOS 7 (64-bit);10.96.102.86
lc-api-gw-4;CentOS 7 (64-bit);10.96.102.87
prod-intergate-service;CentOS 7 (64-bit);10.96.101.181
prod-xeplichkt-db;CentOS 7 (64-bit);10.96.101.5
FRT-CC-PBX-New;Debian GNU/Linux 10 (64-bit);10.96.102.42
DMZ-Proxy-01;CentOS 7 (64-bit);10.96.102.33
STUN-TUYENDUNG;CentOS 7 (64-bit);10.96.102.34
DMZ-Proxy-02;CentOS 7 (64-bit);10.96.102.36
DMZ-Proxy-03;CentOS 7 (64-bit);10.96.102.37
DMZ-Proxy-04;CentOS 7 (64-bit);10.96.102.39
OpenVPN-03;CentOS 7 (64-bit);10.96.102.48
DMZ-Proxy-POS;CentOS 7 (64-bit);10.96.102.51
FRT-REDIS-01;CentOS 7 (64-bit);10.96.103.1
FRT-RabbitMQ-02;CentOS 7 (64-bit);10.96.103.19
FRT-REDIS-02;CentOS 7 (64-bit);10.96.103.2
frt-rabbitmq-01;CentOS 7 (64-bit);10.96.103.20
FRT-REDIS-03;CentOS 7 (64-bit);10.96.103.3
FRT-GW-REDIS-01;CentOS 7 (64-bit);10.96.103.5
FRT-GW-REDIS-02;CentOS 7 (64-bit);10.96.103.6
FRT-GW-REDIS-03;CentOS 7 (64-bit);10.96.103.7
FRT-QA-APP;CentOS 7 (64-bit);10.96.100.110
prod-xeplichkt-service;CentOS 7 (64-bit);10.96.100.13
frt-api-payment-gw;CentOS 7 (64-bit);10.96.100.169
prod-identity-service;CentOS 7 (64-bit);10.96.100.179
FRT-RabbitMQ-LB;CentOS 7 (64-bit);10.96.100.180
FRT-INTERGATE-SERVICE;CentOS 7 (64-bit);10.96.100.181
FRT-Identity-Service-2;CentOS 7 (64-bit);10.96.100.184
FRT-LEGACY-SYSTEM;CentOS 7 (64-bit);10.96.100.190
fbeauty-pos-api;CentOS 7 (64-bit);10.96.100.46
lc-redis-2;CentOS 7 (64-bit);10.96.100.49
lc-consolidate-api;CentOS 7 (64-bit);10.96.100.5
lc-identity-service;CentOS 7 (64-bit);10.96.100.6
lc-redis;CentOS 7 (64-bit);10.96.100.7
frt-som-frontend;CentOS 7 (64-bit);10.96.100.72
FRT-REDIS-04;CentOS 7 (64-bit);10.96.100.74
LC-MDM-UI;CentOS 7 (64-bit);10.96.100.9
